YEAR,cropname,Yield,Location,ALLSKY_SFC_SW_DWN,CLOUD_AMT,CLRSKY_SFC_SW_DWN,PRECTOTCORR,PRECTOTCORR_SUM,PS,QV2M,T2M_MAX,T2M_RANGE,WS50M,WSC,NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),ANNUAL RAINFALL (Millimeters)
2007,MAIZE ,0,Warangal,19.15,54.04,22.68,0,769.92,97.33,13.06,45.46,34.62,4.89,3.17,67.57,209.04,18.56,57.43,13.87,42.9,962
2008,MAIZE ,0,Warangal,18.85,52.2,22.5,5.27,1017.77,97.32,13.06,44.6,33.26,4.64,3.01,59.79,207.64,22.65,78.65,17.56,60.97,1196
2009,MAIZE ,0,Warangal,19.36,51.94,22.58,0,685.55,97.32,12.82,45.58,33.89,4.66,3.02,60.82,174.63,21.62,62.08,17.55,50.4,591
2010,MAIZE ,0,Warangal,18.02,61.19,22.53,5.27,1123.24,97.31,13.79,46.17,36.94,4.74,3.07,64.87,239.27,21.94,80.94,13.19,48.66,1277.9
2011,MAIZE ,0,Warangal,19.27,50.99,22.51,0,490.43,97.31,12.7,44.76,36.09,4.86,3.15,64.24,213.99,27.56,91.79,8.2,27.32,736.3
2012,MAIZE ,0,Warangal,18.77,54.7,22.57,0,696.09,97.3,12.39,45.61,35.95,5.03,3.26,72.65,233.25,20.5,65.82,6.85,21.99,1231.9
2013,MAIZE ,4,Warangal,18.14,56.73,22.26,5.27,1070.51,97.32,13.61,47.25,37.14,5.22,3.38,80.1,254.43,16.56,52.62,3.34,10.6,1366.5
2014,MAIZE ,0,Warangal,18.5,55.43,22.06,0,485.16,97.43,12.63,44.57,32.79,4.88,3.16,74.33,235.9,19.02,60.37,6.65,21.11,739.7
2015,MAIZE ,7,Warangal,18.88,54.78,22.18,0,390.23,97.47,12.45,46.63,36.85,4.89,3.17,67.77,250.98,22.8,84.44,9.42,34.9,980.1
1990,FINGER MILLET,0.24093,Warangal,18.8,69.31,23.12,0,938.67,97.33,13.49,44.68,33.02,5.36,3.47,68.28,149.83,28.12,61.7,3.61,7.91,1198.8
1991,FINGER MILLET,0.27619,Warangal,18.68,68.2,22.79,0,727.73,97.34,12.94,46.51,37.91,5.24,3.39,66.92,139.49,28.39,59.18,4.68,9.76,792
1992,FINGER MILLET,0.2053,Warangal,19.12,59.78,22.61,0,706.64,97.38,12.08,45.05,34.69,4.95,3.21,66.55,134.01,29.7,59.8,3.76,7.57,799
1993,FINGER MILLET,0.28632,Warangal,19.17,65.97,22.92,0,648.63,97.38,12.15,46.29,35.4,4.87,3.15,72.66,154.06,23.92,50.73,3.41,7.24,861
1994,FINGER MILLET,0.3074,Warangal,18.59,64.16,22.87,0,912.3,97.34,12.94,46.38,35.92,4.99,3.23,72.85,171.15,23.06,54.18,4.09,9.6,1017
1995,FINGER MILLET,0.36458,Warangal,18.53,63.15,22.55,5.27,1044.14,97.33,13.67,43.93,34.48,4.95,3.2,72.85,180.02,23.06,56.98,4.09,10.1,1134
1996,FINGER MILLET,0.34944,Warangal,18.45,63.76,22.33,0,901.76,97.29,12.88,45.51,36.45,4.86,3.15,72.12,163.72,23.3,52.9,4.58,10.39,1173
1997,FINGER MILLET,0.22218,Warangal,18.48,63.76,21.77,0,801.56,97.44,13.06,44.79,36.72,4.77,3.09,75.03,241.71,20.61,66.38,4.36,14.05,874
1998,FINGER MILLET,0.34466,Warangal,18.71,57.55,21.77,0,917.58,97.33,13.67,46.76,36.28,4.7,3.05,72.92,166.86,22.97,52.57,4.11,9.4,1156
1999,FINGER MILLET,0.33101,Warangal,19.5,47.13,22.41,0,574.8,97.28,12.15,45.51,35.59,5.13,3.32,72.92,175.44,22.97,55.27,4.11,9.89,855
2000,FINGER MILLET,0.42798,Warangal,18.97,46.34,21.96,0,727.73,97.26,12.33,45.83,34.63,4.81,3.12,72.14,165.2,22.03,50.44,5.84,13.36,1133
2001,FINGER MILLET,0.29302,Warangal,18.63,60.57,22.9,0,638.09,97.31,12.63,46,34.45,5.08,3.29,69.93,150.77,22.43,48.35,7.64,16.47,808
2002,FINGER MILLET,0.24143,Warangal,19.46,55.61,22.93,0,711.91,97.36,12.51,46.26,34.77,5.14,3.33,69.24,150.61,22.78,49.55,7.98,17.37,662
2003,FINGER MILLET,0.38397,Warangal,18.96,59.72,23,0,791.02,97.36,12.94,46.17,34.83,5.12,3.32,71.56,168.88,19.9,46.96,8.55,20.17,905
2004,FINGER MILLET,0.32,Warangal,19.36,53.05,23.03,0,601.17,97.39,12.94,44.58,34.83,5.11,3.31,68.9,134.79,20.73,40.55,10.37,20.3,700
2005,FINGER MILLET,0.41802,Warangal,18.77,60.9,22.92,5.27,1102.15,97.35,13.24,46.02,36.68,4.9,3.17,67.41,183.87,21.15,57.68,11.45,31.22,1135
2006,FINGER MILLET,0.39697,Warangal,18.96,55.79,22.78,5.27,1023.05,97.38,13.73,44.07,35.54,4.63,3,68.74,192.63,22.43,62.87,8.83,24.74,1095
2007,FINGER MILLET,0.50397,Warangal,19.15,54.04,22.68,0,769.92,97.33,13.06,45.46,34.62,4.89,3.17,67.57,209.04,18.56,57.43,13.87,42.9,962
2008,FINGER MILLET,0.54999,Warangal,18.85,52.2,22.5,5.27,1017.77,97.32,13.06,44.6,33.26,4.64,3.01,59.79,207.64,22.65,78.65,17.56,60.97,1196
2009,FINGER MILLET,0.48398,Warangal,19.36,51.94,22.58,0,685.55,97.32,12.82,45.58,33.89,4.66,3.02,60.82,174.63,21.62,62.08,17.55,50.4,591
2010,FINGER MILLET,0.44602,Warangal,18.02,61.19,22.53,5.27,1123.24,97.31,13.79,46.17,36.94,4.74,3.07,64.87,239.27,21.94,80.94,13.19,48.66,1277.9
2011,FINGER MILLET,0.384,Warangal,19.27,50.99,22.51,0,490.43,97.31,12.7,44.76,36.09,4.86,3.15,64.24,213.99,27.56,91.79,8.2,27.32,736.3
2012,FINGER MILLET,0.362,Warangal,18.77,54.7,22.57,0,696.09,97.3,12.39,45.61,35.95,5.03,3.26,72.65,233.25,20.5,65.82,6.85,21.99,1231.9
2013,FINGER MILLET,0.49931,Warangal,18.14,56.73,22.26,5.27,1070.51,97.32,13.61,47.25,37.14,5.22,3.38,80.1,254.43,16.56,52.62,3.34,10.6,1366.5
2014,FINGER MILLET,0.47965,Warangal,18.5,55.43,22.06,0,485.16,97.43,12.63,44.57,32.79,4.88,3.16,74.33,235.9,19.02,60.37,6.65,21.11,739.7
2015,FINGER MILLET,0.46008,Warangal,18.88,54.78,22.18,0,390.23,97.47,12.45,46.63,36.85,4.89,3.17,67.77,250.98,22.8,84.44,9.42,34.9,980.1
1990,CHICKPEA YIELD,0.23529,Warangal,18.8,69.31,23.12,0,938.67,97.33,13.49,44.68,33.02,5.36,3.47,68.28,149.83,28.12,61.7,3.61,7.91,1198.8
1991,CHICKPEA YIELD,0.33333,Warangal,18.68,68.2,22.79,0,727.73,97.34,12.94,46.51,37.91,5.24,3.39,66.92,139.49,28.39,59.18,4.68,9.76,792
1992,CHICKPEA YIELD,0.31707,Warangal,19.12,59.78,22.61,0,706.64,97.38,12.08,45.05,34.69,4.95,3.21,66.55,134.01,29.7,59.8,3.76,7.57,799
1993,CHICKPEA YIELD,0,Warangal,19.17,65.97,22.92,0,648.63,97.38,12.15,46.29,35.4,4.87,3.15,72.66,154.06,23.92,50.73,3.41,7.24,861
1994,CHICKPEA YIELD,0,Warangal,18.59,64.16,22.87,0,912.3,97.34,12.94,46.38,35.92,4.99,3.23,72.85,171.15,23.06,54.18,4.09,9.6,1017
1995,CHICKPEA YIELD,0,Warangal,18.53,63.15,22.55,5.27,1044.14,97.33,13.67,43.93,34.48,4.95,3.2,72.85,180.02,23.06,56.98,4.09,10.1,1134
1996,CHICKPEA YIELD,1,Warangal,18.45,63.76,22.33,0,901.76,97.29,12.88,45.51,36.45,4.86,3.15,72.12,163.72,23.3,52.9,4.58,10.39,1173
1997,CHICKPEA YIELD,0,Warangal,18.48,63.76,21.77,0,801.56,97.44,13.06,44.79,36.72,4.77,3.09,75.03,241.71,20.61,66.38,4.36,14.05,874
1998,CHICKPEA YIELD,0,Warangal,18.71,57.55,21.77,0,917.58,97.33,13.67,46.76,36.28,4.7,3.05,72.92,166.86,22.97,52.57,4.11,9.4,1156
1999,CHICKPEA YIELD,0.65385,Warangal,19.5,47.13,22.41,0,574.8,97.28,12.15,45.51,35.59,5.13,3.32,72.92,175.44,22.97,55.27,4.11,9.89,855
2000,CHICKPEA YIELD,0.71739,Warangal,18.97,46.34,21.96,0,727.73,97.26,12.33,45.83,34.63,4.81,3.12,72.14,165.2,22.03,50.44,5.84,13.36,1133
2001,CHICKPEA YIELD,1.08511,Warangal,18.63,60.57,22.9,0,638.09,97.31,12.63,46,34.45,5.08,3.29,69.93,150.77,22.43,48.35,7.64,16.47,808
2002,CHICKPEA YIELD,1,Warangal,19.46,55.61,22.93,0,711.91,97.36,12.51,46.26,34.77,5.14,3.33,69.24,150.61,22.78,49.55,7.98,17.37,662
2003,CHICKPEA YIELD,1.19484,Warangal,18.96,59.72,23,0,791.02,97.36,12.94,46.17,34.83,5.12,3.32,71.56,168.88,19.9,46.96,8.55,20.17,905
2004,CHICKPEA YIELD,0.88,Warangal,19.36,53.05,23.03,0,601.17,97.39,12.94,44.58,34.83,5.11,3.31,68.9,134.79,20.73,40.55,10.37,20.3,700
2005,CHICKPEA YIELD,1.42484,Warangal,18.77,60.9,22.92,5.27,1102.15,97.35,13.24,46.02,36.68,4.9,3.17,67.41,183.87,21.15,57.68,11.45,31.22,1135
2006,CHICKPEA YIELD,1.37879,Warangal,18.96,55.79,22.78,5.27,1023.05,97.38,13.73,44.07,35.54,4.63,3,68.74,192.63,22.43,62.87,8.83,24.74,1095
2007,CHICKPEA YIELD,0.70857,Warangal,19.15,54.04,22.68,0,769.92,97.33,13.06,45.46,34.62,4.89,3.17,67.57,209.04,18.56,57.43,13.87,42.9,962
2008,CHICKPEA YIELD,0.79646,Warangal,18.85,52.2,22.5,5.27,1017.77,97.32,13.06,44.6,33.26,4.64,3.01,59.79,207.64,22.65,78.65,17.56,60.97,1196
2009,CHICKPEA YIELD,0.88816,Warangal,19.36,51.94,22.58,0,685.55,97.32,12.82,45.58,33.89,4.66,3.02,60.82,174.63,21.62,62.08,17.55,50.4,591
2010,CHICKPEA YIELD,0.80374,Warangal,18.02,61.19,22.53,5.27,1123.24,97.31,13.79,46.17,36.94,4.74,3.07,64.87,239.27,21.94,80.94,13.19,48.66,1277.9
2011,CHICKPEA YIELD,1.33588,Warangal,19.27,50.99,22.51,0,490.43,97.31,12.7,44.76,36.09,4.86,3.15,64.24,213.99,27.56,91.79,8.2,27.32,736.3
2012,CHICKPEA YIELD,1.66087,Warangal,18.77,54.7,22.57,0,696.09,97.3,12.39,45.61,35.95,5.03,3.26,72.65,233.25,20.5,65.82,6.85,21.99,1231.9
2013,CHICKPEA YIELD,0.83824,Warangal,18.14,56.73,22.26,5.27,1070.51,97.32,13.61,47.25,37.14,5.22,3.38,80.1,254.43,16.56,52.62,3.34,10.6,1366.5
2014,CHICKPEA YIELD,1.34043,Warangal,18.5,55.43,22.06,0,485.16,97.43,12.63,44.57,32.79,4.88,3.16,74.33,235.9,19.02,60.37,6.65,21.11,739.7
2015,CHICKPEA YIELD,1.15254,Warangal,18.88,54.78,22.18,0,390.23,97.47,12.45,46.63,36.85,4.89,3.17,67.77,250.98,22.8,84.44,9.42,34.9,980.1
1990,PIGEONPEA ,0.24109,Warangal,18.8,69.31,23.12,0,938.67,97.33,13.49,44.68,33.02,5.36,3.47,68.28,149.83,28.12,61.7,3.61,7.91,1198.8
1991,PIGEONPEA ,0.63823,Warangal,18.68,68.2,22.79,0,727.73,97.34,12.94,46.51,37.91,5.24,3.39,66.92,139.49,28.39,59.18,4.68,9.76,792
1992,PIGEONPEA ,0.28536,Warangal,19.12,59.78,22.61,0,706.64,97.38,12.08,45.05,34.69,4.95,3.21,66.55,134.01,29.7,59.8,3.76,7.57,799
1993,PIGEONPEA ,0.42857,Warangal,19.17,65.97,22.92,0,648.63,97.38,12.15,46.29,35.4,4.87,3.15,72.66,154.06,23.92,50.73,3.41,7.24,861
1994,PIGEONPEA ,0.42857,Warangal,18.59,64.16,22.87,0,912.3,97.34,12.94,46.38,35.92,4.99,3.23,72.85,171.15,23.06,54.18,4.09,9.6,1017
1995,PIGEONPEA ,0.28571,Warangal,18.53,63.15,22.55,5.27,1044.14,97.33,13.67,43.93,34.48,4.95,3.2,72.85,180.02,23.06,56.98,4.09,10.1,1134
1996,PIGEONPEA ,0.27273,Warangal,18.45,63.76,22.33,0,901.76,97.29,12.88,45.51,36.45,4.86,3.15,72.12,163.72,23.3,52.9,4.58,10.39,1173
1997,PIGEONPEA ,0.16667,Warangal,18.48,63.76,21.77,0,801.56,97.44,13.06,44.79,36.72,4.77,3.09,75.03,241.71,20.61,66.38,4.36,14.05,874
1998,PIGEONPEA ,0.36364,Warangal,18.71,57.55,21.77,0,917.58,97.33,13.67,46.76,36.28,4.7,3.05,72.92,166.86,22.97,52.57,4.11,9.4,1156
1999,PIGEONPEA ,0.21094,Warangal,19.5,47.13,22.41,0,574.8,97.28,12.15,45.51,35.59,5.13,3.32,72.92,175.44,22.97,55.27,4.11,9.89,855
2000,PIGEONPEA ,0.28206,Warangal,18.97,46.34,21.96,0,727.73,97.26,12.33,45.83,34.63,4.81,3.12,72.14,165.2,22.03,50.44,5.84,13.36,1133
2001,PIGEONPEA ,0.54075,Warangal,18.63,60.57,22.9,0,638.09,97.31,12.63,46,34.45,5.08,3.29,69.93,150.77,22.43,48.35,7.64,16.47,808
2002,PIGEONPEA ,0.43478,Warangal,19.46,55.61,22.93,0,711.91,97.36,12.51,46.26,34.77,5.14,3.33,69.24,150.61,22.78,49.55,7.98,17.37,662
2003,PIGEONPEA ,0.41918,Warangal,18.96,59.72,23,0,791.02,97.36,12.94,46.17,34.83,5.12,3.32,71.56,168.88,19.9,46.96,8.55,20.17,905
2004,PIGEONPEA ,0.29012,Warangal,19.36,53.05,23.03,0,601.17,97.39,12.94,44.58,34.83,5.11,3.31,68.9,134.79,20.73,40.55,10.37,20.3,700
2005,PIGEONPEA ,0.50421,Warangal,18.77,60.9,22.92,5.27,1102.15,97.35,13.24,46.02,36.68,4.9,3.17,67.41,183.87,21.15,57.68,11.45,31.22,1135
2006,PIGEONPEA ,0.34923,Warangal,18.96,55.79,22.78,5.27,1023.05,97.38,13.73,44.07,35.54,4.63,3,68.74,192.63,22.43,62.87,8.83,24.74,1095
2007,PIGEONPEA ,0.40379,Warangal,19.15,54.04,22.68,0,769.92,97.33,13.06,45.46,34.62,4.89,3.17,67.57,209.04,18.56,57.43,13.87,42.9,962
2008,PIGEONPEA ,0.75483,Warangal,18.85,52.2,22.5,5.27,1017.77,97.32,13.06,44.6,33.26,4.64,3.01,59.79,207.64,22.65,78.65,17.56,60.97,1196
2009,PIGEONPEA ,0.39412,Warangal,19.36,51.94,22.58,0,685.55,97.32,12.82,45.58,33.89,4.66,3.02,60.82,174.63,21.62,62.08,17.55,50.4,591
2010,PIGEONPEA ,0.26885,Warangal,18.02,61.19,22.53,5.27,1123.24,97.31,13.79,46.17,36.94,4.74,3.07,64.87,239.27,21.94,80.94,13.19,48.66,1277.9
2011,PIGEONPEA ,0.46892,Warangal,19.27,50.99,22.51,0,490.43,97.31,12.7,44.76,36.09,4.86,3.15,64.24,213.99,27.56,91.79,8.2,27.32,736.3
2012,PIGEONPEA ,0.67861,Warangal,18.77,54.7,22.57,0,696.09,97.3,12.39,45.61,35.95,5.03,3.26,72.65,233.25,20.5,65.82,6.85,21.99,1231.9
2013,PIGEONPEA ,0.64929,Warangal,18.14,56.73,22.26,5.27,1070.51,97.32,13.61,47.25,37.14,5.22,3.38,80.1,254.43,16.56,52.62,3.34,10.6,1366.5
2014,PIGEONPEA ,0.50732,Warangal,18.5,55.43,22.06,0,485.16,97.43,12.63,44.57,32.79,4.88,3.16,74.33,235.9,19.02,60.37,6.65,21.11,739.7
2015,PIGEONPEA ,0.65007,Warangal,18.88,54.78,22.18,0,390.23,97.47,12.45,46.63,36.85,4.89,3.17,67.77,250.98,22.8,84.44,9.42,34.9,980.1
1990,MINOR PULSES,0.24578,Warangal,18.8,69.31,23.12,0,938.67,97.33,13.49,44.68,33.02,5.36,3.47,68.28,149.83,28.12,61.7,3.61,7.91,1198.8
1991,MINOR PULSES,0.44816,Warangal,18.68,68.2,22.79,0,727.73,97.34,12.94,46.51,37.91,5.24,3.39,66.92,139.49,28.39,59.18,4.68,9.76,792
1992,MINOR PULSES,0.54538,Warangal,19.12,59.78,22.61,0,706.64,97.38,12.08,45.05,34.69,4.95,3.21,66.55,134.01,29.7,59.8,3.76,7.57,799
1993,MINOR PULSES,0.32787,Warangal,19.17,65.97,22.92,0,648.63,97.38,12.15,46.29,35.4,4.87,3.15,72.66,154.06,23.92,50.73,3.41,7.24,861
1994,MINOR PULSES,0.24138,Warangal,18.59,64.16,22.87,0,912.3,97.34,12.94,46.38,35.92,4.99,3.23,72.85,171.15,23.06,54.18,4.09,9.6,1017
1995,MINOR PULSES,0.47979,Warangal,18.53,63.15,22.55,5.27,1044.14,97.33,13.67,43.93,34.48,4.95,3.2,72.85,180.02,23.06,56.98,4.09,10.1,1134
1996,MINOR PULSES,0.52578,Warangal,18.45,63.76,22.33,0,901.76,97.29,12.88,45.51,36.45,4.86,3.15,72.12,163.72,23.3,52.9,4.58,10.39,1173
1997,MINOR PULSES,0.21848,Warangal,18.48,63.76,21.77,0,801.56,97.44,13.06,44.79,36.72,4.77,3.09,75.03,241.71,20.61,66.38,4.36,14.05,874
1998,MINOR PULSES,0.52532,Warangal,18.71,57.55,21.77,0,917.58,97.33,13.67,46.76,36.28,4.7,3.05,72.92,166.86,22.97,52.57,4.11,9.4,1156
1999,MINOR PULSES,0.56125,Warangal,19.5,47.13,22.41,0,574.8,97.28,12.15,45.51,35.59,5.13,3.32,72.92,175.44,22.97,55.27,4.11,9.89,855
2000,MINOR PULSES,0.32154,Warangal,18.97,46.34,21.96,0,727.73,97.26,12.33,45.83,34.63,4.81,3.12,72.14,165.2,22.03,50.44,5.84,13.36,1133
2001,MINOR PULSES,0.4806,Warangal,18.63,60.57,22.9,0,638.09,97.31,12.63,46,34.45,5.08,3.29,69.93,150.77,22.43,48.35,7.64,16.47,808
2002,MINOR PULSES,0.21928,Warangal,19.46,55.61,22.93,0,711.91,97.36,12.51,46.26,34.77,5.14,3.33,69.24,150.61,22.78,49.55,7.98,17.37,662
2003,MINOR PULSES,0.50235,Warangal,18.96,59.72,23,0,791.02,97.36,12.94,46.17,34.83,5.12,3.32,71.56,168.88,19.9,46.96,8.55,20.17,905
2004,MINOR PULSES,0.55354,Warangal,19.36,53.05,23.03,0,601.17,97.39,12.94,44.58,34.83,5.11,3.31,68.9,134.79,20.73,40.55,10.37,20.3,700
2005,MINOR PULSES,0.5944,Warangal,18.77,60.9,22.92,5.27,1102.15,97.35,13.24,46.02,36.68,4.9,3.17,67.41,183.87,21.15,57.68,11.45,31.22,1135
2006,MINOR PULSES,0.59965,Warangal,18.96,55.79,22.78,5.27,1023.05,97.38,13.73,44.07,35.54,4.63,3,68.74,192.63,22.43,62.87,8.83,24.74,1095
2007,MINOR PULSES,0.56593,Warangal,19.15,54.04,22.68,0,769.92,97.33,13.06,45.46,34.62,4.89,3.17,67.57,209.04,18.56,57.43,13.87,42.9,962
2008,MINOR PULSES,0.56683,Warangal,18.85,52.2,22.5,5.27,1017.77,97.32,13.06,44.6,33.26,4.64,3.01,59.79,207.64,22.65,78.65,17.56,60.97,1196
2009,MINOR PULSES,0.36568,Warangal,19.36,51.94,22.58,0,685.55,97.32,12.82,45.58,33.89,4.66,3.02,60.82,174.63,21.62,62.08,17.55,50.4,591
2010,MINOR PULSES,0.54999,Warangal,18.02,61.19,22.53,5.27,1123.24,97.31,13.79,46.17,36.94,4.74,3.07,64.87,239.27,21.94,80.94,13.19,48.66,1277.9
2011,MINOR PULSES,0.51277,Warangal,19.27,50.99,22.51,0,490.43,97.31,12.7,44.76,36.09,4.86,3.15,64.24,213.99,27.56,91.79,8.2,27.32,736.3
2012,MINOR PULSES,0.64534,Warangal,18.77,54.7,22.57,0,696.09,97.3,12.39,45.61,35.95,5.03,3.26,72.65,233.25,20.5,65.82,6.85,21.99,1231.9
2013,MINOR PULSES,0.86535,Warangal,18.14,56.73,22.26,5.27,1070.51,97.32,13.61,47.25,37.14,5.22,3.38,80.1,254.43,16.56,52.62,3.34,10.6,1366.5
2014,MINOR PULSES,0.55726,Warangal,18.5,55.43,22.06,0,485.16,97.43,12.63,44.57,32.79,4.88,3.16,74.33,235.9,19.02,60.37,6.65,21.11,739.7
2015,MINOR PULSES,1.11897,Warangal,18.88,54.78,22.18,0,390.23,97.47,12.45,46.63,36.85,4.89,3.17,67.77,250.98,22.8,84.44,9.42,34.9,980.1
1990,GROUNDNUT,0.84878,Warangal,18.8,69.31,23.12,0,938.67,97.33,13.49,44.68,33.02,5.36,3.47,68.28,149.83,28.12,61.7,3.61,7.91,1198.8
1991,GROUNDNUT,0.93218,Warangal,18.68,68.2,22.79,0,727.73,97.34,12.94,46.51,37.91,5.24,3.39,66.92,139.49,28.39,59.18,4.68,9.76,792
1992,GROUNDNUT,0.95655,Warangal,19.12,59.78,22.61,0,706.64,97.38,12.08,45.05,34.69,4.95,3.21,66.55,134.01,29.7,59.8,3.76,7.57,799
1993,GROUNDNUT,0.81176,Warangal,19.17,65.97,22.92,0,648.63,97.38,12.15,46.29,35.4,4.87,3.15,72.66,154.06,23.92,50.73,3.41,7.24,861
1994,GROUNDNUT,0.825,Warangal,18.59,64.16,22.87,0,912.3,97.34,12.94,46.38,35.92,4.99,3.23,72.85,171.15,23.06,54.18,4.09,9.6,1017
1995,GROUNDNUT,0.85526,Warangal,18.53,63.15,22.55,5.27,1044.14,97.33,13.67,43.93,34.48,4.95,3.2,72.85,180.02,23.06,56.98,4.09,10.1,1134
1996,GROUNDNUT,1.01408,Warangal,18.45,63.76,22.33,0,901.76,97.29,12.88,45.51,36.45,4.86,3.15,72.12,163.72,23.3,52.9,4.58,10.39,1173
1997,GROUNDNUT,0.75758,Warangal,18.48,63.76,21.77,0,801.56,97.44,13.06,44.79,36.72,4.77,3.09,75.03,241.71,20.61,66.38,4.36,14.05,874
1998,GROUNDNUT,1.05085,Warangal,18.71,57.55,21.77,0,917.58,97.33,13.67,46.76,36.28,4.7,3.05,72.92,166.86,22.97,52.57,4.11,9.4,1156
1999,GROUNDNUT,0.94919,Warangal,19.5,47.13,22.41,0,574.8,97.28,12.15,45.51,35.59,5.13,3.32,72.92,175.44,22.97,55.27,4.11,9.89,855
2000,GROUNDNUT,1.20918,Warangal,18.97,46.34,21.96,0,727.73,97.26,12.33,45.83,34.63,4.81,3.12,72.14,165.2,22.03,50.44,5.84,13.36,1133
2001,GROUNDNUT,1.06309,Warangal,18.63,60.57,22.9,0,638.09,97.31,12.63,46,34.45,5.08,3.29,69.93,150.77,22.43,48.35,7.64,16.47,808
2002,GROUNDNUT,0.92683,Warangal,19.46,55.61,22.93,0,711.91,97.36,12.51,46.26,34.77,5.14,3.33,69.24,150.61,22.78,49.55,7.98,17.37,662
2003,GROUNDNUT,1.29316,Warangal,18.96,59.72,23,0,791.02,97.36,12.94,46.17,34.83,5.12,3.32,71.56,168.88,19.9,46.96,8.55,20.17,905
2004,GROUNDNUT,1.15184,Warangal,19.36,53.05,23.03,0,601.17,97.39,12.94,44.58,34.83,5.11,3.31,68.9,134.79,20.73,40.55,10.37,20.3,700
2005,GROUNDNUT,1.45906,Warangal,18.77,60.9,22.92,5.27,1102.15,97.35,13.24,46.02,36.68,4.9,3.17,67.41,183.87,21.15,57.68,11.45,31.22,1135
2006,GROUNDNUT,1.37817,Warangal,18.96,55.79,22.78,5.27,1023.05,97.38,13.73,44.07,35.54,4.63,3,68.74,192.63,22.43,62.87,8.83,24.74,1095
2007,GROUNDNUT,1.49596,Warangal,19.15,54.04,22.68,0,769.92,97.33,13.06,45.46,34.62,4.89,3.17,67.57,209.04,18.56,57.43,13.87,42.9,962
2008,GROUNDNUT,1.57599,Warangal,18.85,52.2,22.5,5.27,1017.77,97.32,13.06,44.6,33.26,4.64,3.01,59.79,207.64,22.65,78.65,17.56,60.97,1196
2009,GROUNDNUT,1.53364,Warangal,19.36,51.94,22.58,0,685.55,97.32,12.82,45.58,33.89,4.66,3.02,60.82,174.63,21.62,62.08,17.55,50.4,591
2010,GROUNDNUT,1.74385,Warangal,18.02,61.19,22.53,5.27,1123.24,97.31,13.79,46.17,36.94,4.74,3.07,64.87,239.27,21.94,80.94,13.19,48.66,1277.9
2011,GROUNDNUT,2.02293,Warangal,19.27,50.99,22.51,0,490.43,97.31,12.7,44.76,36.09,4.86,3.15,64.24,213.99,27.56,91.79,8.2,27.32,736.3
2012,GROUNDNUT,1.98981,Warangal,18.77,54.7,22.57,0,696.09,97.3,12.39,45.61,35.95,5.03,3.26,72.65,233.25,20.5,65.82,6.85,21.99,1231.9
2013,GROUNDNUT,1.78591,Warangal,18.14,56.73,22.26,5.27,1070.51,97.32,13.61,47.25,37.14,5.22,3.38,80.1,254.43,16.56,52.62,3.34,10.6,1366.5
2014,GROUNDNUT,1.81866,Warangal,18.5,55.43,22.06,0,485.16,97.43,12.63,44.57,32.79,4.88,3.16,74.33,235.9,19.02,60.37,6.65,21.11,739.7
2015,GROUNDNUT,1.77428,Warangal,18.88,54.78,22.18,0,390.23,97.47,12.45,46.63,36.85,4.89,3.17,67.77,250.98,22.8,84.44,9.42,34.9,980.1
1990,SESAMUM,0.17731,Warangal,18.8,69.31,23.12,0,938.67,97.33,13.49,44.68,33.02,5.36,3.47,68.28,149.83,28.12,61.7,3.61,7.91,1198.8
1991,SESAMUM,0.21626,Warangal,18.68,68.2,22.79,0,727.73,97.34,12.94,46.51,37.91,5.24,3.39,66.92,139.49,28.39,59.18,4.68,9.76,792
1992,SESAMUM,0.27974,Warangal,19.12,59.78,22.61,0,706.64,97.38,12.08,45.05,34.69,4.95,3.21,66.55,134.01,29.7,59.8,3.76,7.57,799
1993,SESAMUM,0.18519,Warangal,19.17,65.97,22.92,0,648.63,97.38,12.15,46.29,35.4,4.87,3.15,72.66,154.06,23.92,50.73,3.41,7.24,861
1994,SESAMUM,0.21429,Warangal,18.59,64.16,22.87,0,912.3,97.34,12.94,46.38,35.92,4.99,3.23,72.85,171.15,23.06,54.18,4.09,9.6,1017
1995,SESAMUM,0.32,Warangal,18.53,63.15,22.55,5.27,1044.14,97.33,13.67,43.93,34.48,4.95,3.2,72.85,180.02,23.06,56.98,4.09,10.1,1134
1996,SESAMUM,0.19231,Warangal,18.45,63.76,22.33,0,901.76,97.29,12.88,45.51,36.45,4.86,3.15,72.12,163.72,23.3,52.9,4.58,10.39,1173
1997,SESAMUM,0.10526,Warangal,18.48,63.76,21.77,0,801.56,97.44,13.06,44.79,36.72,4.77,3.09,75.03,241.71,20.61,66.38,4.36,14.05,874
1998,SESAMUM,0.30435,Warangal,18.71,57.55,21.77,0,917.58,97.33,13.67,46.76,36.28,4.7,3.05,72.92,166.86,22.97,52.57,4.11,9.4,1156
1999,SESAMUM,0.25977,Warangal,19.5,47.13,22.41,0,574.8,97.28,12.15,45.51,35.59,5.13,3.32,72.92,175.44,22.97,55.27,4.11,9.89,855
